<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CDR,D,19951206,000000,5.68121,5.68121,5.68121,5.68121,72577.893155182,0
CDR,D,19951207,000000,5.68121,5.68121,5.68121,5.68121,65357.182346266,0
CDR,D,19951208,000000,5.55847,5.55847,5.55847,5.55847,64229.672445224,0
CDR,D,19951211,000000,5.73772,5.73772,5.73772,5.73772,39315.3407609,0
CDR,D,19951212,000000,5.63389,5.63389,5.63389,5.63389,36451.101899381,0
CDR,D,19951213,000000,5.57738,5.57738,5.57738,5.57738,38363.625414321,0
CDR,D,19951214,000000,5.57738,5.57738,5.57738,5.57738,31554.112212685,0
CDR,D,19951215,000000,5.52076,5.52076,5.52076,5.52076,30080.064770372,0
CDR,D,19951218,000000,5.53967,5.53967,5.53967,5.53967,27172.382427003,0
CDR,D,19951219,000000,5.48295,5.48295,5.48295,5.48295,64603.488451842,0
CDR,D,19951220,000000,4.92619,4.92619,4.92619,4.92619,70009.676158363,0
CDR,D,19951221,000000,5.01112,5.01112,5.01112,5.01112,49036.57756003,0
CDR,D,19951222,000000,5.06783,5.06783,5.06783,5.06783,34249.62871446,0
CDR,D,19951227,000000,5.16216,5.16216,5.16216,5.16216,38535.378714659,0
CDR,D,19951228,000000,5.16216,5.16216,5.16216,5.16216,70390.564359701,0
CDR,D,19951229,000000,4.92619,4.92619,4.92619,4.92619,61692.775167878,0
CDR,D,19960102,000000,5.04893,5.04893,5.04893,5.04893,13771.583746513,0
CDR,D,19960103,000000,5.08674,5.08674,5.08674,5.08674,50043.860150836,0
CDR,D,19960104,000000,5.14325,5.14325,5.14325,5.14325,90287.679047092,0
CDR,D,19960105,000000,5.36032,5.36032,5.36032,5.36032,125155.61964277,0
CDR,D,19960108,000000,5.39803,5.39803,5.39803,5.39803,49158.82549733,0
CDR,D,19960109,000000,5.57738,5.57738,5.57738,5.57738,112940.92904814,0
CDR,D,19960110,000000,5.55847,5.55847,5.55847,5.55847,106054.63201812,0
CDR,D,19960111,000000,5.68121,5.68121,5.68121,5.68121,79710.706686866,0
CDR,D,19960112,000000,5.57738,5.57738,5.57738,5.57738,69109.486801886,0
CDR,D,19960115,000000,5.39803,5.39803,5.39803,5.39803,41106.626652072,0
CDR,D,19960116,000000,5.57738,5.57738,5.57738,5.57738,126028.5305339,0
CDR,D,19960117,000000,5.75673,5.75673,5.75673,5.75673,201543.40512486,0
CDR,D,19960118,000000,5.57738,5.57738,5.57738,5.57738,58622.432345954,0
CDR,D,19960119,000000,5.39803,5.39803,5.39803,5.39803,91188.878717101,0
CDR,D,19960122,000000,5.57738,5.57738,5.57738,5.57738,66419.021867767,0
CDR,D,19960123,000000,5.41693,5.41693,5.41693,5.41693,60141.943897179,0
CDR,D,19960124,000000,5.57738,5.57738,5.57738,5.57738,86497.992990811,0
CDR,D,19960125,000000,5.68121,5.68121,5.68121,5.68121,208659.04332651,0
CDR,D,19960126,000000,5.77553,5.77553,5.77553,5.77553,193672.05240172,0
CDR,D,19960129,000000,6.15304,6.15304,6.15304,6.15304,133990.81147486,0
CDR,D,19960130,000000,6.06812,6.06812,6.06812,6.06812,102208.36840408,0
CDR,D,19960131,000000,6.17195,6.17195,6.17195,6.17195,199453.06642839,0
CDR,D,19960201,000000,5.97379,5.97379,5.97379,5.97379,98956.169146504,0
CDR,D,19960202,000000,5.97379,5.97379,5.97379,5.97379,133028.99299297,0
CDR,D,19960205,000000,5.73772,5.73772,5.73772,5.73772,56224.958335941,0
CDR,D,19960206,000000,5.73772,5.73772,5.73772,5.73772,67905.193072457,0
CDR,D,19960207,000000,5.57738,5.57738,5.57738,5.57738,60771.369227241,0
CDR,D,19960208,000000,5.57738,5.57738,5.57738,5.57738,91253.538783111,0
CDR,D,19960209,000000,5.73772,5.73772,5.73772,5.73772,145493.23102985,0
CDR,D,19960212,000000,6.04931,6.04931,6.04931,6.04931,222520.54497732,0
CDR,D,19960213,000000,5.52076,5.52076,5.52076,5.52076,97570.018981424,0
CDR,D,19960214,000000,5.63389,5.63389,5.63389,5.63389,113887.59282707,0
CDR,D,19960215,000000,5.46415,5.46415,5.46415,5.46415,95426.133667793,0
CDR,D,19960216,000000,5.39803,5.39803,5.39803,5.39803,99986.688948532,0
CDR,D,19960219,000000,5.39803,5.39803,5.39803,5.39803,43329.316421152,0
CDR,D,19960220,000000,5.37922,5.37922,5.37922,5.37922,34379.959160011,0
CDR,D,19960221,000000,5.26589,5.26589,5.26589,5.26589,63746.742577214,0
CDR,D,19960222,000000,5.37922,5.37922,5.37922,5.37922,31777.391503124,0
CDR,D,19960223,000000,5.26589,5.26589,5.26589,5.26589,46456.236800835,0
CDR,D,19960226,000000,5.37922,5.37922,5.37922,5.37922,62252.488864274,0
CDR,D,19960227,000000,5.52076,5.52076,5.52076,5.52076,94402.686060485,0
CDR,D,19960228,000000,5.53967,5.53967,5.53967,5.53967,71950.488452182,0
CDR,D,19960229,000000,5.77553,5.77553,5.77553,5.77553,318864.04333162,0
CDR,D,19960301,000000,5.86996,5.86996,5.86996,5.86996,179101.31065187,0
CDR,D,19960304,000000,6.0116,6.0116,6.0116,6.0116,280531.73763678,0
CDR,D,19960305,000000,5.97379,5.97379,5.97379,5.97379,210722.10355763,0
CDR,D,19960306,000000,5.86996,5.86996,5.86996,5.86996,75591.658419348,0
CDR,D,19960307,000000,5.86996,5.86996,5.86996,5.86996,122751.07343804,0
CDR,D,19960308,000000,5.85105,5.85105,5.85105,5.85105,158267.63532087,0
CDR,D,19960311,000000,5.81324,5.81324,5.81324,5.81324,201992.99464633,0
CDR,D,19960312,000000,5.73772,5.73772,5.73772,5.73772,99285.531357741,0
CDR,D,19960313,000000,5.73772,5.73772,5.73772,5.73772,52565.602725211,0
CDR,D,19960314,000000,5.75673,5.75673,5.75673,5.75673,80530.070960831,0
CDR,D,19960315,000000,5.75673,5.75673,5.75673,5.75673,121013.33416403,0
CDR,D,19960318,000000,5.93598,5.93598,5.93598,5.93598,86298.961225125,0
CDR,D,19960319,000000,6.06812,6.06812,6.06812,6.06812,167107.87872062,0
CDR,D,19960320,000000,5.86996,5.86996,5.86996,5.86996,56692.73350098,0
CDR,D,19960321,000000,5.86996,5.86996,5.86996,5.86996,41368.297856704,0
CDR,D,19960322,000000,5.63389,5.63389,5.63389,5.63389,56230.009903598,0
CDR,D,19960325,000000,5.46415,5.46415,5.46415,5.46415,91300.013205555,0
CDR,D,19960326,000000,5.55847,5.55847,5.55847,5.55847,71245.289607265,0
CDR,D,19960327,000000,5.6528,5.6528,5.6528,5.6528,74247.941422586,0
CDR,D,19960328,000000,5.55847,5.55847,5.55847,5.55847,57747.500827761,0
CDR,D,19960329,000000,5.63389,5.63389,5.63389,5.63389,56321.948434956,0
CDR,D,19960401,000000,5.6528,5.6528,5.6528,5.6528,65936.091999758,0
CDR,D,19960402,000000,5.53967,5.53967,5.53967,5.53967,83233.669970858,0
CDR,D,19960403,000000,5.55847,5.55847,5.55847,5.55847,73493.23721463,0
CDR,D,19960404,000000,5.57738,5.57738,5.57738,5.57738,45356.00536514,0
CDR,D,19960405,000000,5.68121,5.68121,5.68121,5.68121,41834.05239468,0
CDR,D,19960409,000000,5.77553,5.77553,5.77553,5.77553,46230.936883333,0
CDR,D,19960410,000000,5.85105,5.85105,5.85105,5.85105,88740.889030519,0
CDR,D,19960411,000000,5.77553,5.77553,5.77553,5.77553,52811.108913341,0
CDR,D,19960412,000000,5.77553,5.77553,5.77553,5.77553,73933.733914321,0
CDR,D,19960415,000000,5.68121,5.68121,5.68121,5.68121,112740.88696893,0
CDR,D,19960416,000000,5.73772,5.73772,5.73772,5.73772,52129.147279646,0
CDR,D,19960417,000000,5.79444,5.79444,5.79444,5.79444,66004.793319893,0
CDR,D,19960418,000000,5.83225,5.83225,5.83225,5.83225,57075.64232938,0
CDR,D,19960419,000000,5.77553,5.77553,5.77553,5.77553,69345.900168233,0
CDR,D,19960422,000000,5.86996,5.86996,5.86996,5.86996,77549.646043201,0
CDR,D,19960423,000000,6.06812,6.06812,6.06812,6.06812,247987.51816332,0
CDR,D,19960424,000000,6.3701,6.3701,6.3701,6.3701,459042.01487278,0
CDR,D,19960425,000000,6.75701,6.75701,6.75701,6.75701,335024.00826637,0
CDR,D,19960426,000000,6.66268,6.66268,6.66268,6.66268,188075.9257513,0
CDR,D,19960429,000000,6.75701,6.75701,6.75701,6.75701,168327.32715302,0
CDR,D,19960430,000000,6.7193,6.7193,6.7193,6.7193,150863.04744924,0
CDR,D,19960506,000000,7.15342,7.15342,7.15342,7.15342,126903.46205209,0
CDR,D,19960507,000000,7.60635,7.60635,7.60635,7.60635,296455.28920517,0
CDR,D,19960508,000000,7.60635,7.60635,7.60635,7.60635,289746.80735667,0
CDR,D,19960509,000000,7.56854,7.56854,7.56854,7.56854,146059.00660744,0
CDR,D,19960510,000000,7.35168,7.35168,7.35168,7.35168,210826.16585136,0
CDR,D,19960513,000000,7.31387,7.31387,7.31387,7.31387,117467.13366882,0
CDR,D,19960514,000000,7.13462,7.13462,7.13462,7.13462,63414.349425384,0
CDR,D,19960515,000000,6.95527,6.95527,6.95527,6.95527,208036.69019117,0
CDR,D,19960516,000000,6.89855,6.89855,6.89855,6.89855,106104.13738116,0
CDR,D,19960517,000000,6.86074,6.86074,6.86074,6.86074,137113.69060042,0
CDR,D,19960520,000000,6.64378,6.64378,6.64378,6.64378,76477.703386386,0
CDR,D,19960521,000000,6.3701,6.3701,6.3701,6.3701,124320.0903523,0
CDR,D,19960522,000000,6.40781,6.40781,6.40781,6.40781,85389.679046865,0
CDR,D,19960523,000000,6.42672,6.42672,6.42672,6.42672,151113.60520503,0
CDR,D,19960524,000000,6.53995,6.53995,6.53995,6.53995,104448.23350319,0
CDR,D,19960527,000000,6.62487,6.62487,6.62487,6.62487,110827.35314045,0
CDR,D,19960528,000000,6.62487,6.62487,6.62487,6.62487,78517.526406282,0
CDR,D,19960529,000000,6.50224,6.50224,6.50224,6.50224,81326.198023574,0
CDR,D,19960530,000000,6.30398,6.30398,6.30398,6.30398,138647.34654108,0
CDR,D,19960531,000000,6.3701,6.3701,6.3701,6.3701,114268.4810284,0
CDR,D,19960603,000000,6.32289,6.32289,6.32289,6.32289,73887.259491876,0
CDR,D,19960604,000000,6.38901,6.38901,6.38901,6.38901,101076.81724891,0
CDR,D,19960605,000000,6.26627,6.26627,6.26627,6.26627,134734.40223397,0
CDR,D,19960607,000000,6.30398,6.30398,6.30398,6.30398,118116.76526951,0
CDR,D,19960610,000000,6.42672,6.42672,6.42672,6.42672,92366.904294714,0
CDR,D,19960611,000000,6.53995,6.53995,6.53995,6.53995,309295.36387573,0
CDR,D,19960612,000000,6.58716,6.58716,6.58716,6.58716,411795.71289039,0
CDR,D,19960613,000000,6.77592,6.77592,6.77592,6.77592,149621.37211915,0
CDR,D,19960614,000000,6.56826,6.56826,6.56826,6.56826,167970.68647644,0
CDR,D,19960617,000000,6.58716,6.58716,6.58716,6.58716,216377.83870641,0
CDR,D,19960618,000000,6.64378,6.64378,6.64378,6.64378,191270.53713759,0
CDR,D,19960619,000000,6.56826,6.56826,6.56826,6.56826,103675.34365167,0
CDR,D,19960620,000000,6.26627,6.26627,6.26627,6.26627,101988.12005424,0
CDR,D,19960621,000000,6.87965,6.87965,6.87965,6.87965,337548.78178133,0
CDR,D,19960624,000000,7.44591,7.44591,7.44591,7.44591,397080.49630555,0
CDR,D,19960625,000000,7.44591,7.44591,7.44591,7.44591,289573.03342927,0
CDR,D,19960626,000000,7.58755,7.58755,7.58755,7.58755,282132.07427051,0
CDR,D,19960627,000000,7.7668,7.7668,7.7668,7.7668,362094.3490267,0
CDR,D,19960628,000000,7.82341,7.82341,7.82341,7.82341,225426.20669362,0
CDR,D,19960701,000000,7.80451,7.80451,7.80451,7.80451,154447.63985865,0
CDR,D,19960702,000000,7.62526,7.62526,7.62526,7.62526,203002.2978642,0
CDR,D,19960703,000000,7.58755,7.58755,7.58755,7.58755,96787.025994589,0
CDR,D,19960704,000000,7.82341,7.82341,7.82341,7.82341,251179.09860901,0
CDR,D,19960705,000000,7.82341,7.82341,7.82341,7.82341,188560.87624637,0
CDR,D,19960708,000000,7.4082,7.4082,7.4082,7.4082,184180.15677422,0
CDR,D,19960709,000000,7.35168,7.35168,7.35168,7.35168,74602.561472107,0
CDR,D,19960710,000000,7.27606,7.27606,7.27606,7.27606,173650.66914997,0
CDR,D,19960711,000000,7.25725,7.25725,7.25725,7.25725,145169.9306998,0
CDR,D,19960712,000000,7.25725,7.25725,7.25725,7.25725,69139.796207828,0
CDR,D,19960715,000000,7.33267,7.33267,7.33267,7.33267,74873.325498523,0
CDR,D,19960716,000000,7.11561,7.11561,7.11561,7.11561,90505.906769875,0
CDR,D,19960717,000000,6.84194,6.84194,6.84194,6.84194,169601.33251612,0
CDR,D,19960718,000000,6.82303,6.82303,6.82303,6.82303,146112.5532246,0
CDR,D,19960719,000000,6.7193,6.7193,6.7193,6.7193,89194.519806118,0
CDR,D,19960722,000000,6.56826,6.56826,6.56826,6.56826,120514.23927952,0
CDR,D,19960723,000000,6.56826,6.56826,6.56826,6.56826,93162.021043925,0
CDR,D,19960724,000000,6.58716,6.58716,6.58716,6.58716,97367.956275144,0
CDR,D,19960725,000000,6.62487,6.62487,6.62487,6.62487,82742.657594597,0
CDR,D,19960726,000000,6.62487,6.62487,6.62487,6.62487,97163.872941801,0
CDR,D,19960729,000000,6.87965,6.87965,6.87965,6.87965,60548.089936802,0
CDR,D,19960730,000000,6.80422,6.80422,6.80422,6.80422,125068.73267907,0
CDR,D,19960731,000000,6.86074,6.86074,6.86074,6.86074,89150.066010736,0
CDR,D,19960801,000000,6.66268,6.66268,6.66268,6.66268,67168.674508066,0
CDR,D,19960802,000000,6.53995,6.53995,6.53995,6.53995,84884.522281165,0
CDR,D,19960805,000000,6.7193,6.7193,6.7193,6.7193,92240.615103289,0
CDR,D,19960806,000000,6.86074,6.86074,6.86074,6.86074,136017.50041885,0
CDR,D,19960807,000000,6.7193,6.7193,6.7193,6.7193,90383.658832575,0
CDR,D,19960808,000000,6.7193,6.7193,6.7193,6.7193,43146.449671968,0
CDR,D,19960809,000000,6.80422,6.80422,6.80422,6.80422,53968.928220325,0
CDR,D,19960812,000000,6.77592,6.77592,6.77592,6.77592,68652.825085693,0
CDR,D,19960813,000000,6.7193,6.7193,6.7193,6.7193,48798.14356662,0
CDR,D,19960814,000000,6.73811,6.73811,6.73811,6.73811,160285.23144308,0
CDR,D,19960816,000000,6.93636,6.93636,6.93636,6.93636,54550.868814412,0
CDR,D,19960819,000000,7.09681,7.09681,7.09681,7.09681,109714.99794238,0
CDR,D,19960820,000000,7.059,7.059,7.059,7.059,98704.601077186,0
CDR,D,19960821,000000,6.95527,6.95527,6.95527,6.95527,167292.76609687,0
CDR,D,19960822,000000,6.95527,6.95527,6.95527,6.95527,264020.18359311,0
CDR,D,19960823,000000,6.82303,6.82303,6.82303,6.82303,150443.76733371,0
CDR,D,19960826,000000,6.87965,6.87965,6.87965,6.87965,123344.12748097,0
CDR,D,19960827,000000,6.87965,6.87965,6.87965,6.87965,158743.49299416,0
CDR,D,19960828,000000,6.87965,6.87965,6.87965,6.87965,67016.117164825,0
CDR,D,19960829,000000,6.87965,6.87965,6.87965,6.87965,148569.63573296,0
CDR,D,19960830,000000,7.0778,7.0778,7.0778,7.0778,125281.90883419,0
CDR,D,19960902,000000,7.27606,7.27606,7.27606,7.27606,143954.52352153,0
CDR,D,19960903,000000,7.35168,7.35168,7.35168,7.35168,113913.86097888,0
CDR,D,19960904,000000,7.09681,7.09681,7.09681,7.09681,62290.880778467,0
CDR,D,19960905,000000,7.059,7.059,7.059,7.059,70784.586636947,0
CDR,D,19960906,000000,6.97407,6.97407,6.97407,6.97407,47792.881602877,0
CDR,D,19960909,000000,6.99298,6.99298,6.99298,6.99298,51804.836636066,0
CDR,D,19960910,000000,7.059,7.059,7.059,7.059,134914.23804256,0
CDR,D,19960911,000000,7.059,7.059,7.059,7.059,28343.335809896,0
CDR,D,19960912,000000,7.11561,7.11561,7.11561,7.11561,76453.455861632,0
CDR,D,19960913,000000,7.25725,7.25725,7.25725,7.25725,116908.43028595,0
CDR,D,19960916,000000,7.23825,7.23825,7.23825,7.23825,107205.37913039,0
CDR,D,19960917,000000,7.25725,7.25725,7.25725,7.25725,106916.42946041,0
CDR,D,19960918,000000,7.25725,7.25725,7.25725,7.25725,103192.41378366,0
CDR,D,19960919,000000,6.99298,6.99298,6.99298,6.99298,108187.40388291,0
CDR,D,19960920,000000,6.97407,6.97407,6.97407,6.97407,41489.535480472,0
CDR,D,19960923,000000,7.13462,7.13462,7.13462,7.13462,92219.398519129,0
CDR,D,19960924,000000,7.04009,7.04009,7.04009,7.04009,62742.490927003,0
CDR,D,19960925,000000,6.91746,6.91746,6.91746,6.91746,104357.30528537,0
CDR,D,19960926,000000,6.80422,6.80422,6.80422,6.80422,70073.325910841,0
CDR,D,19960927,000000,6.87965,6.87965,6.87965,6.87965,95580.711638097,0
CDR,D,19960930,000000,6.75701,6.75701,6.75701,6.75701,46373.39109126,0
CDR,D,19961001,000000,6.80422,6.80422,6.80422,6.80422,58309.23515122,0
CDR,D,19961002,000000,6.84194,6.84194,6.84194,6.84194,71126.07261056,0
CDR,D,19961003,000000,6.89855,6.89855,6.89855,6.89855,47978.779292655,0
CDR,D,19961004,000000,7.02129,7.02129,7.02129,7.02129,120563.74464256,0
CDR,D,19961007,000000,7.25725,7.25725,7.25725,7.25725,263803.97649739,0
CDR,D,19961008,000000,7.37048,7.37048,7.37048,7.37048,160071.04497442,0
CDR,D,19961009,000000,7.53083,7.53083,7.53083,7.53083,193173.96783074,0
CDR,D,19961010,000000,7.56854,7.56854,7.56854,7.56854,348799.633267,0
CDR,D,19961011,000000,7.60635,7.60635,7.60635,7.60635,295530.85232394,0
CDR,D,19961014,000000,7.47431,7.47431,7.47431,7.47431,57427.231438307,0
CDR,D,19961015,000000,7.47431,7.47431,7.47431,7.47431,214849.2343334,0
CDR,D,19961016,000000,7.47431,7.47431,7.47431,7.47431,99793.719064035,0
CDR,D,19961017,000000,7.56854,7.56854,7.56854,7.56854,93144.845713892,0
CDR,D,19961018,000000,7.37048,7.37048,7.37048,7.37048,48430.38944119,0
CDR,D,19961021,000000,7.47431,7.47431,7.47431,7.47431,193029.49299575,0
CDR,D,19961022,000000,7.38939,7.38939,7.38939,7.38939,106201.12748017,0
CDR,D,19961023,000000,7.53083,7.53083,7.53083,7.53083,187130.27228591,0
CDR,D,19961024,000000,7.35168,7.35168,7.35168,7.35168,102354.86386613,0
CDR,D,19961025,000000,7.35168,7.35168,7.35168,7.35168,67188.880778694,0
CDR,D,19961028,000000,7.25725,7.25725,7.25725,7.25725,62729.356851095,0
CDR,D,19961029,000000,7.15342,7.15342,7.15342,7.15342,95387.7417536,0
CDR,D,19961030,000000,7.31387,7.31387,7.31387,7.31387,45124.64356645,0
CDR,D,19961031,000000,7.53083,7.53083,7.53083,7.53083,226309.22072007,0
CDR,D,19961104,000000,7.44591,7.44591,7.44591,7.44591,59858.045794856,0
CDR,D,19961105,000000,7.44591,7.44591,7.44591,7.44591,37913.025579316,0
CDR,D,19961106,000000,7.64406,7.64406,7.64406,7.64406,143051.30322446,0
CDR,D,19961107,000000,7.71018,7.71018,7.71018,7.71018,153888.93647579,0
CDR,D,19961108,000000,7.7668,7.7668,7.7668,7.7668,58138.492164413,0
CDR,D,19961112,000000,7.80451,7.80451,7.80451,7.80451,104159.28383321,0
CDR,D,19961113,000000,7.72909,7.72909,7.72909,7.72909,51641.16584398,0
CDR,D,19961114,000000,7.7668,7.7668,7.7668,7.7668,139647.55693717,0
CDR,D,19961115,000000,7.96495,7.96495,7.96495,7.96495,98142.866753727,0
CDR,D,19961118,000000,8.04057,8.04057,8.04057,8.04057,106812.36716667,0
CDR,D,19961119,000000,8.04057,8.04057,8.04057,8.04057,113714.8292132,0
CDR,D,19961120,000000,8.07828,8.07828,8.07828,8.07828,124668.64852063,0
CDR,D,19961121,000000,8.16311,8.16311,8.16311,8.16311,161699.67038704,0
CDR,D,19961122,000000,8.59733,8.59733,8.59733,8.59733,270777.16049111,0
CDR,D,19961125,000000,8.67275,8.67275,8.67275,8.67275,119225.07921345,0
CDR,D,19961126,000000,8.55012,8.55012,8.55012,8.55012,168799.14357219,0
CDR,D,19961127,000000,8.55012,8.55012,8.55012,8.55012,54999.448022353,0
CDR,D,19961128,000000,8.20092,8.20092,8.20092,8.20092,60305.614689266,0
CDR,D,19961129,000000,8.36146,8.36146,8.36146,8.36146,140533.60190421,0
CDR,D,19961202,000000,8.4746,8.4746,8.4746,8.4746,91910.242578521,0
CDR,D,19961203,000000,8.36146,8.36146,8.36146,8.36146,123482.54043477,0
CDR,D,19961204,000000,8.31415,8.31415,8.31415,8.31415,78566.02145579,0
CDR,D,19961205,000000,8.94633,8.94633,8.94633,8.94633,202602.21370577,0
CDR,D,19961206,000000,8.90862,8.90862,8.90862,8.90862,93328.722776606,0
CDR,D,19961209,000000,8.39917,8.39917,8.39917,8.39917,79316.68440962,0
CDR,D,19961210,000000,8.55012,8.55012,8.55012,8.55012,124556.50371865,0
CDR,D,19961211,000000,8.51241,8.51241,8.51241,8.51241,56781.641091743,0
CDR,D,19961212,000000,8.55012,8.55012,8.55012,8.55012,88901.528882012,0
CDR,D,19961213,000000,8.55012,8.55012,8.55012,8.55012,129819.22690371,0
CDR,D,19961216,000000,8.55012,8.55012,8.55012,8.55012,84808.74876631,0
CDR,D,19961217,000000,8.55012,8.55012,8.55012,8.55012,272551.27105225,0
CDR,D,19961218,000000,8.8332,8.8332,8.8332,8.8332,240364.70256891,0
CDR,D,19961219,000000,8.71046,8.71046,8.71046,8.71046,99628.027644885,0
CDR,D,19961220,000000,8.87091,8.87091,8.87091,8.87091,190592.61675802,0
CDR,D,19961223,000000,9.06916,9.06916,9.06916,9.06916,193948.87830933,0
CDR,D,19961224,000000,8.94633,8.94633,8.94633,8.94633,136666.12170601,0
CDR,D,19961230,000000,9.14459,9.14459,9.14459,9.14459,216713.26279883,0
CDR,D,19961231,000000,9.50299,9.50299,9.50299,9.50299,491188.17081486,0
CDR,D,19970102,000000,9.41787,9.41787,9.41787,9.41787,215779.73309582,0
CDR,D,19970103,000000,9.50299,9.50299,9.50299,9.50299,121310.36634226,0
CDR,D,19970106,000000,9.50299,9.50299,9.50299,9.50299,143990.89480866,0
CDR,D,19970107,000000,9.81379,9.81379,9.81379,9.81379,118582.51980748,0
CDR,D,19970108,000000,10.2493,10.2493,10.2493,10.2493,145518.48886814,0
CDR,D,19970109,000000,10.4473,10.4473,10.4473,10.4473,98118.619228974,0
CDR,D,19970110,000000,10.5601,10.5601,10.5601,10.5601,248463.37583661,0
CDR,D,19970113,000000,10.8432,10.8432,10.8432,10.8432,133800.87253096,0
CDR,D,19970114,000000,11.0421,11.0421,11.0421,11.0421,153286.78961107,0
CDR,D,19970115,000000,11.3529,11.3529,11.3529,11.3529,286522.89687798,0
CDR,D,19970116,000000,12.1467,12.1467,12.1467,12.1467,188320.4216259,0
CDR,D,19970117,000000,13.3256,13.3256,13.3256,13.3256,343392.43524695,0
CDR,D,19970120,000000,13.7225,13.7225,13.7225,13.7225,356667.95504955,0
CDR,D,19970121,000000,13.2494,13.2494,13.2494,13.2494,211998.12954779,0
CDR,D,19970122,000000,14.5054,14.5054,14.5054,14.5054,240712.25042371,0
CDR,D,19970123,000000,15.9297,15.9297,15.9297,15.9297,186265.44390303,0
CDR,D,19970124,000000,17.5064,17.5064,17.5064,17.5064,362453.01033034,0
CDR,D,19970127,000000,19.194,19.194,19.194,19.194,462073.96578051,0
CDR,D,19970128,000000,18.2894,18.2894,18.2894,18.2894,237157.96742024,0
CDR,D,19970129,000000,16.5147,16.5147,16.5147,16.5147,387742.16833482,0
CDR,D,19970130,000000,16.7136,16.7136,16.7136,16.7136,205721.0515772,0
CDR,D,19970131,000000,16.0049,16.0049,16.0049,16.0049,125837.58127646,0
CDR,D,19970203,000000,16.5147,17.1095,16.5147,16.9116,368679.57262436,0
CDR,D,19970204,000000,16.7136,17.0333,16.5147,16.5147,381083.19184936,0
CDR,D,19970205,000000,16.5147,16.9116,16.5147,16.9116,346635.54168275,0
CDR,D,19970206,000000,17.3075,19.1208,17.3075,19.1208,225302.94844279,0
CDR,D,19970207,000000,18.9961,20.7718,18.9961,20.3838,255012.22814714,0
CDR,D,19970210,000000,20.8945,20.8945,19.9037,20.4976,520602.43896804,0
CDR,D,19970211,000000,21.2904,22.782,21.2904,22.593,380204.21907704,0
CDR,D,19970212,000000,22.394,22.394,21.2053,21.6774,298083.91461779,0
CDR,D,19970213,000000,22.98,24.5557,22.98,24.2816,312402.07798479,0
CDR,D,19970214,000000,24.8764,25.8573,24.5557,24.5557,411701.75373197,0
CDR,D,19970217,000000,24.8764,24.9527,24.3677,24.6785,429759.08747868,0
CDR,D,19970218,000000,24.8764,26.4522,23.2621,23.2621,319611.67534486,0
CDR,D,19970219,000000,22.394,25.0744,22.394,23.8857,1402629.3890915,0
CDR,D,19970220,000000,23.6966,24.2816,23.5749,23.5749,224393.66626453,0
